year,sos_main,eos_main,los_main,seasonality_main,growth_rate_main,annual_amp_main,peak_ndvi_main,variability_main,sos_second,eos_second,los_second,seasonality_second,growth_rate_second,annual_amp_second,peak_ndvi_second,variability_second,rice_mask,season_preference
2015,59.0,181.0,145.98560678804725,0.8262691427727683,0.01599478981428645,0.4013097046250508,0.5934010041295616,67.58116800356578,91.80438197564948,282.6082381970497,190.80385622140022,0.6477335001915093,0.010290683981373429,0.11603402146038158,0.8220253053780664,81.18966383498723,1,main
2015,59.0,181.0,160.84221964376425,0.8751407304438027,0.012002535117713686,0.20750225756363744,0.6987866930953163,57.82627206010967,91.0,273.36762561667695,190.80536407153045,0.7333502851199901,0.013274173385355591,0.1595317630857987,0.501968107575959,73.8853122921988,1,main
2015,59.0,181.0,172.5287770445187,0.7186347677243254,0.016923506554890628,0.4409904338852694,0.6444386219402672,71.99573627369756,91.0,285.55019279958736,202.4215226092185,0.7565477512058213,0.015623297848894017,0.18272618530700183,0.6375376296414506,84.13956685031327,1,both
2015,59.0,181.0,202.60110343239668,0.7707299233927887,0.02470819932409584,0.4152881287079907,0.8687621064035483,72.91160404009919,91.0,250.75512986627032,198.0348377025249,0.7712019158927818,0.028136787115755485,0.12784052203829444,0.7470046211285114,74.39197504700817,1,main
2015,59.0,181.0,185.724664368395,0.899895884395964,0.022945735456434194,0.5415815886282129,0.35924511269086934,79.34504580469181,91.0,322.89682318549046,240.0,0.782965978281195,0.019565111489593806,0.1318835588793403,0.2736312608572676,88.18533876919712,1,main
2015,59.0,181.0,184.18226561765925,0.7991879326348288,0.015916155451799377,0.17183068038302338,0.5427969517089777,90.33251309051886,91.0,220.7798435524455,139.1329748854746,0.7872965815715861,0.014876115198692065,0.48966348421750233,0.8424189626113294,87.10399590672537,1,main
2015,59.0,181.0,165.7038766495153,0.770902197351992,0.02295464936282735,0.4070107941681197,0.3136142449463173,65.0520130760845,101.96543202982342,311.20627119038255,209.24083916055915,0.6495119340310438,0.017099562839142952,0.40216152298447555,0.46771719121715805,78.34405146734066,1,both
2015,59.0,181.0,146.73611332603258,0.7514008660960717,0.022384573243032876,0.3455863555883164,0.8605692393105857,78.9279211800882,94.14969339311527,334.0,240.0,0.7833531984241467,0.013293469391596958,0.27567422366885247,0.8194031623857658,94.3146892965115,1,both
2015,59.0,181.0,213.80069403370675,0.7594911170302354,0.018512269740920198,0.27873226446505217,0.7676674277306657,63.57181890851448,91.0,290.99120339985046,210.04685222721622,0.7165322450308016,0.01742173936913851,0.4386759861770419,0.7471088517416217,53.74514371881931,1,both
2015,59.0,181.0,172.41745221668876,0.8090043604397646,0.029426081213386364,0.5187390441341451,0.8501615115819084,87.83171979857873,94.72675843716048,308.3434448103619,213.61668637320145,0.7093548866184521,0.016271112534625917,0.14726199925148448,0.5809056041677052,72.28325275599387,1,main
