year,sos_main,eos_main,los_main,seasonality_main,growth_rate_main,annual_amp_main,peak_ndvi_main,variability_main,sos_second,eos_second,los_second,seasonality_second,growth_rate_second,annual_amp_second,peak_ndvi_second,variability_second,rice_mask,season_preference
2015,59.0,181.0,175.72005457763356,0.8336776798588408,0.016285102585247895,0.23725037709287344,0.6442876200912907,86.7308579506861,94.58110941700092,304.3905062822428,209.8093968652419,0.7665046202004555,0.01514951937039815,0.4569130774644421,0.5280537037144692,78.22992281031,1,second
2015,59.0,181.0,172.5287770445187,0.7186347677243254,0.016923506554890628,0.4409904338852694,0.6444386219402672,71.99573627369756,91.0,285.55019279958736,202.4215226092185,0.7565477512058213,0.015623297848894017,0.18272618530700183,0.6375376296414506,84.13956685031327,1,both
2015,59.0,181.0,175.70375700401428,0.7148451841667277,0.02097711614918089,0.4072352154767473,0.6154194107499165,77.81499567695535,118.32807939139764,299.4596325869412,181.1315531955436,0.6229249913573377,0.020319348808996374,0.2661544536671004,0.6493661137689657,89.87341007215322,1,second
2015,59.0,181.0,161.4680477122154,0.8228125847636727,0.029502927515928007,0.30023674940136247,0.6282996333101304,63.06096510551333,91.0,251.8715818829917,196.79475975078944,0.77555006973851,0.01291308309705375,0.20275093006590428,0.7057373316346762,86.67356678744365,1,second
2015,59.0,181.0,165.7038766495153,0.770902197351992,0.02295464936282735,0.4070107941681197,0.3136142449463173,65.0520130760845,101.96543202982342,311.20627119038255,209.24083916055915,0.6495119340310438,0.017099562839142952,0.40216152298447555,0.46771719121715805,78.34405146734066,1,both
2015,59.0,181.0,146.73611332603258,0.7514008660960717,0.022384573243032876,0.3455863555883164,0.8605692393105857,78.9279211800882,94.14969339311527,334.0,240.0,0.7833531984241467,0.013293469391596958,0.27567422366885247,0.8194031623857658,94.3146892965115,1,both
2015,59.0,181.0,213.80069403370675,0.7594911170302354,0.018512269740920198,0.27873226446505217,0.7676674277306657,63.57181890851448,91.0,290.99120339985046,210.04685222721622,0.7165322450308016,0.01742173936913851,0.4386759861770419,0.7471088517416217,53.74514371881931,1,both
2015,59.0,181.0,214.75938518622314,0.8623661770445783,0.02572280522780563,0.4077922461335972,0.583254718289757,79.9108181003976,103.16607313081333,302.0161564280381,198.85008329722473,0.7475556330706024,0.013971883203946163,0.3211734044184843,0.561062277881642,79.95628189220677,1,second
2015,59.0,181.0,198.34701779682186,0.7056325766587334,0.018478625948051646,0.22482063849752199,0.6833120270560595,76.96125476445509,93.32162201237492,257.02651021615384,163.70488820377892,0.7756963139209725,0.024260595764636524,0.22488093632482642,0.5003369544107885,93.59015323461674,1,second
2015,59.0,181.0,182.29383485869175,0.7071236684096418,0.017687079697409045,0.32372020604332163,0.607239122634894,71.44655529320671,91.0,213.0,124.74300216080418,0.7630069500696237,0.00829612663709394,0.4330928073704575,0.5604649121912652,77.1489442011441,1,second
2015,59.0,181.0,185.43493373420458,0.7195948647388815,0.0152599157358981,0.3622011907320528,0.963569947900993,79.2347831960876,91.0,260.2967469381356,184.1626031316573,0.7021783620244479,0.038898576405464805,0.158828862835023,0.5707150828636992,54.80065040294305,1,both
2015,59.0,181.0,137.07264372030514,0.7635922610909113,0.01825439841995046,0.35495651599043915,0.49842847640539545,77.573768483694,91.0,285.8285809088178,203.19232178211172,0.6066459951518575,0.019747586116813185,0.23566942510217245,0.8403540916682224,77.41670399088076,1,second
2015,59.0,181.0,183.85758863329178,0.866203480842065,0.016136772724624403,0.15665893254613514,0.6791975686805338,83.1414284375393,102.5097319726848,306.8905911889868,204.38085921630196,0.7528851188513254,0.017977963817401584,0.29633115453839315,0.564223136231347,68.00974351206332,1,second
2015,59.0,181.0,162.28659069008563,0.7461085040407306,0.024874179993593103,0.3240069155477805,0.502274120885154,62.94385221881503,123.71505014466892,334.0,230.64698597139835,0.7496213997811317,0.018747433519727578,0.3530147539341406,0.49052272378772505,74.8832903108418,1,second
